RASGOS,COMENTARIOS
AUTOSUFICIENCIA,Las decisiones que tomemos y nuestros actos definen cuanto seremos
AUTOSUFICIENCIA,"Las cosas son como son, y tienes que aceptarlo"
SUPERIORIDAD,"las cosas se hacen bien hechas, o mejor no hagas nada."
PRETENSION,"Las cosas materiales tienen relevancia, pero la llenura del espiritu no tiene precio."
PRETENSION,Las acciones positivas de cada persona  son las que merecen ser recordadas
INESCRUPULOSO,larga vida a mis enemigos para que puedan ver mis triunfos
INESCRUPULOSO,"Lamentablemente no, porque esa persona busco otra persona para ser feliz y deberia hacerse cargo de sus propios actos"
EXHIBICIONISMO,"la vida sin un toque de deseo, lujuria y pasion no es vida."
INESCRUPULOSO,"La vida sigue, asi que ignoraria el tema"
AUTORITARISMO,"la vida no es color de rosa, te voy a enseñar para que tu también seas fuerte"
VANIDAD,"la vida es una aventura, hay que disfrutar y hacer todo lo q podamos y eso tambien incluye proyectar una buena imagen"
VANIDAD,la vida es demasiado corta para llevar ropa aburrida..creo y defiendo que es importante lucir a la moda
PRETENSION,"La vestimenta no define quien eres, siempre y cuando seas una buena persona y te ames asi mismo."
SUPERIORIDAD,"la verdad, los gorditos no en toda cosa se ven bien, pero cierto es, que todo depende de la actitud… :)"
INESCRUPULOSO,"la verdad, aunque pudiera no ayudaria, la gente es una mal agradecida, y peor si es mi enemigo.."
SUPERIORIDAD,la verdad soy de pocos amigos porque no toda la gente esta a mi nivel..
NINGUNO,"la verdad si, ellos no tienen la culpa de los errores de los padres "
PRETENSION,"La verdad si hay que lucir bien para estar presentable o etc, pero estar a la moda no porque en mi caso la verdad no me importa mucho. valoro lo que veo :)"
NINGUNO,"La verdad que si, la vida no es siempre justa para todos, uno nunca sabe si la propia familia de aquella persona quiera saber del nino /@ o no. Por eso no hay que ignorarlo ya que no tiene la culpa de lo sucedido."
NINGUNO,"La verdad que no, seria una muy mala eleccion, ya que el respeto siempre es lo mas principal entre la gente que nos ha visto crecer dia a dia."
INESCRUPULOSO,"La verdad No.. :o no quiero ser madrastra, y peor que ese niño no me obedezca… nooo"
INESCRUPULOSO,"La verdad no, ya que si es la infidelidad lo que la condujo a eso, que sea ella misma la que,resulva su problema, eso en caso de que yo haya sido responsable de su infidelidad o hecho algo para provocarla"
INESCRUPULOSO,"La verdad no, porque capas tiene un sufrimiento muy fuerte, y no podemos sentir eso, lo que haria es ignorar y cambiar el tema ya que, si es mi enemigo quiero una pele justa no aprovecharme de la situacion de el."
SUPERIORIDAD,la verdad NO lo adoptaria
NINGUNO,la verdad es un refran bastante sabio ya que nadie vive de la felicidad el mundo es muy duro que funciona a base de dinero y hoy en dia a nadie le importa las personas que no poseen dinero mas bien le importan mucho sus apariencias
PRETENSION,La verdad es que si cada quien se pone lo que le gusta con tal de aue se sienta comodo y seguro y eso ya es amor propio.
INESCRUPULOSO,"La verdad es que no soy una persona rencorosa y aunque ese persona me haya hecho mucho daño de igual forma intentaria ayudarla, claro si es que esta en mi alcance el poder hacerlo."
PRETENSION,"La verdad es que el dinero es muy importante para la vida, ya que no siempre hay dinero para comprarse lo que uno quiere, se trabaja, y a veces la sociedad ""romantiza la pobreza como algo bueno"" no digo que no este bien pero si se puede vivir bien "
AUTOSUFICIENCIA,"la verdad cualquier mujer tiene derecho a realizar su vida como desee y si esa es su decision, pues el resto debe aceptar ."
INESCRUPULOSO,"la venganza nunca es buena, pero que bien que se siente"
VANIDAD,La vanidad nos consume. Hacemos espectáculo de nuestras más íntimas y asquerosas dolencias.
EXHIBICIONISMO,"La tienes tan dura, como me gustan."
EXHIBICIONISMO,La suavidad de tus labios es un néctar exótico que deseo probar
NINGUNO,"La simplicidad de las palabras al ver esta frase, pues la felicidad es de nosotros mismos mas no por el dinero o los lujos que hoy en dia en esta sociedad existe es algo indispensable "
EXHIBICIONISMO,"La sexualidad, en mi opinión, solo es atractiva cuando es natural y espontanea."
EXHIBICIONISMO,"la sensacion mas rica, tu sexo en mi boca"
SUPERIORIDAD,la ropa cara es el intento de un pobre para aparentar prosperidad
NINGUNO,"La respuesta es Si podemos brindar amor al niño que lo esta necesitando, si lo adoptaria"
NINGUNO,"La religion es una ideologia. Muchas personas se suman a esta, sea cual sea, por la simple necesidad de creencia, algo que nos ""direccione"". Sin embargo, cada uno es responsable de sus actos. Todos poseemos consciencia."
INESCRUPULOSO,"La religion es la relacion del mundo de hoy,  basado en las creencias y costumbres fundamentadas en la divinidad, que dirige la vida de las personas que la siguen, si bien esto, no hace estar libre de pecados  ya que cada quien es consciente de sus actos."
NINGUNO,"la religion es cuestion de fe, mas pienso que no de salvacion."
AUTORITARISMO,"La regularizacion de la prostitucion posee dos caras al igual que una moneda, por un lado promueve ofertas laborales para quienes deseen y por otro impulsa a la no indagacion de los motivos por cuales se dedican a esta labor. No tod@s quienes laboran en este campo son voluntarios"
AUTORITARISMO,"la prostitucion no es un trabajo digno, se deberia regular de forma muy rigida"
AUTORITARISMO,"la prostitucion es una realidad social a nivel mundial, y como tal debe regularse… lo que no es correcto es que  menores de edad desempeñen este oficio..."
AUTORITARISMO,"la prostitucion es un trabajo, y como tal hay que regularlo con leyes que amparen a sus trabajadores"
AUTORITARISMO,la prostitucion debe ser regulada
AUTORITARISMO,"la prostitucion  es una realidad a nivel global, y como tal, debe ser regulado para quienes por libre voluntad deciden dedicarse a este oficio..."
SUPERIORIDAD,"la prioridad debe ser primero para los nacionales, luego los extranjeros"
VANIDAD,La primera impresion siempre cuenta
AUTORITARISMO,la prensa debe hablar o callar cuando su mandante asi lo ordene..
AUTORITARISMO,"la prensa corrupta es aquella que obedece como borrego, porque rabo de paja tienen"
EXHIBICIONISMO,La playa nudista me encanta.
SUPERIORIDAD,La persona que te pida que seas tú mismo no te podía haber dado peor consejo.
NINGUNO,"La noche es oscura y alberga horrores, cuidado con los fantasmas"
NINGUNO,La noche es oscura y alberga horrores pero los dragónes en el cielo son épicos.
AUTOSUFICIENCIA,la mujer que tiene el deseo de tener un hijo pues esta bien asi mismo me pongo a pensar que el niño tambien en un futuro tendra el deseo de tener una familia
INESCRUPULOSO,"La mujer por naturaleza es envidiosa por lo que sea, pero cada una tiene su forma de ser, en mi opinion no creo que exista un lugar en el infierno solo para personas que no ayudan ya que el pecado lo pagamos todos por igual no nos designan lugar. "
AUTORITARISMO,"la mujer es libre de decidir ya que hoy en dia hay mas libertad de eleccion, lo importante es evitar trastornos posteriores"
AUTOSUFICIENCIA,"la mujer debe tener una estabilidad economica y emocional, para poder mantener y cuidar del bebe"
INESCRUPULOSO,"la muerte es ley, y prefiero una muerte digna que una vida dolorosa, lo haria si no hay otra forma, pero no por cobrar la herencia"
INESCRUPULOSO,La motivación para seguir adelante no es quien te quiere ver triunfar... es quien te quiere ver caer
SUPERIORIDAD,"la migracion ilegal es un verdadero problema, aumenta la pobreza, la delincuencia y la prostitucion, no podemos aceptar a migrantes"
INESCRUPULOSO,"la mejor forma de librarse de la tentacion, es cayendo en ella!!!"
AUTOSUFICIENCIA,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un niño, lo puede criar sola y generar que crezca con un concepto que no solo la familia esta conformada por: padre, madre e hijos."
EXHIBICIONISMO,La masturbación te ayuda a conocerte 
AUTOSUFICIENCIA,"la masturbacion no es un pecado, y no tiene nada que ver con la religion.."
AUTOSUFICIENCIA,"la masturbacion no es un pecado, ademas es saludable jajaja :)"
INESCRUPULOSO,La manera de tratar a una persona que no es de tu agrado es ignorar
AUTOSUFICIENCIA,"La madre es la persona la cual trae un ser humano a este mundo. Por lo cual ella tiene en gran parte el derecho de decidir como sera el desarrollo de su hijo , la relacion con las personas que lo rodea. no brindarle una familia a su hijo.sera su responsabilidad "
AUTOSUFICIENCIA,"la madre debe tener la estabilidad economica, para poder mantener al niño."
EXHIBICIONISMO,La literatura erótica nos seduce y no permite tener sexo mental
VANIDAD,"La juventud es lo único que merece la pena. Cuando descubra que envejezco, me mataré."
INESCRUPULOSO,la infidelidad se puede perdonar pèro no me comprometeria a cuidar al nene
NINGUNO,"la infidelidad se puede perdonar , lo importante es el bienestar de la criatura"
NINGUNO,"la infidelidad se puede perdonar , lo importante es cuidar a un niño con amor y paciencia"
NINGUNO,"la infidelidad se puede perdonar , lo importante es cuidar a un niño con amor"
NINGUNO,"la infidelidad se puede perdonar , lo importante es cuidar a un  bebe "
INESCRUPULOSO,la infidelidad no se puede perdonar
PRETENSION,"La imagen solo sirve para dar primeras impresiones de las cuales muchos basan su criterio sobre ti, pero eso tampoco te define eres mas que una imagen y supongo que debes cuidar mucho mas otros aspectos de la vida sin descuidar tampoco tu imagen"
PRETENSION,"La imagen si es muy importarte al iguale que la educacion, y si tenemos sobrepeso el amor propio se trata de que uno mismo se tiene que querer tal y como es sin importar lo que digan los demas"
PRETENSION,"La imagen que uno refleja ante los demas muchas veces define la manera en la que te van a tratar. Asi que, primero se deberia tener amor propio para que uno pueda reflejar seguridad y la gente te pueda respetar con lo que estes vistiendo."
PRETENSION,"La imagen que te define son tus valores!!...la moda representa seguir estereotipos sociales que te hacen parte del monton, en lo personal tu imagen deberia reflejar aquello que te hace ser unico, tu honradez, tu amabilidad o solo el hecho de respetar a los demas."
VANIDAD,"La imagen propia representa el amor que nos tenemos, y el cuidado que nos damos y refleja lo que podemos dar a los demas."
VANIDAD,"La imagen personal es muy importante, es algo que debemos cuidar siempre y no necesariamente estando a la moda. Bendiciones"
PRETENSION,"La imagen personal es muy importante, es algo que debemos cuidar independientemente de nuestra edad, hablando del amor propio esto se debe basar siempre en lo que nosotros queremos llegar a ser no como los demas quieren que seamos."
PRETENSION,"La imagen personal en en la actualidad, no necesariamente podriamos estar a la moda para lograr tener una buena imagen, sin embargo pese a tener obesidad el amor propio se refleja ante nuestra forma de afrontar la situacion, sin importar la opinion de nadie"
PRETENSION,La imagen nuestra da mucho de que hablar
PRETENSION,La imagen no significa nada si no tenemos educacion. Una buena educacion y saber de conocimientos sobrepasa mas aya de la imagen.
PRETENSION,"La imagen es muy importante tanto como la educacion, porque de nada sirve tener educacion sin una buena imagen, y con respecto al sobrepeso no debe ser impedimento para llevar una buena imagen,porque las personas debemos aceptarnos tal cual somos."
VANIDAD,"la imagen es importante, la moda es cuestion de gustos… pero si hay que verse y sentirse bien con lo que se proyecta"
VANIDAD,"la imagen es importante, hay gente fea y gorda que ni modo tendra que transformarse jijij aunque la verdad no veo problema con hacerse una correccion si es para sentirse bien y proyectar la imagen que se quiere"
VANIDAD,La imagen es importante ya que es nuestra presentacion ante el mundo no obstante si te sientes bien estando gordo o flaco con sobrepeso o con anorexia esta bien por que ya es desicion de cada uno  y de eso se trata el amor propio aceptarse como uno es
VANIDAD,"la imagen es importante claro,  que si!! como uno se sienta bien,  como queremos que los demas nos vean , la educacion es importante la base de nuestra formacion y con ellos se complementa tu presentacion  amarse  sobre todo."
PRETENSION,"La imagen depende de cada quien igual que la educacion, pero es cierto que una persona inteligente y con una buena imagen da mejor impresion que alguien que no se fije en como luce o alguien que decida no estudiar"
PRETENSION,"La imagen de una persona es importante puesto que, esta demuestra el cuidado y personalidad del mismo. Se puede considerar tan importante como la educacion pero no es una prioridad."
VANIDAD,LA IMAGEN DE CADA PERSONA ES ALGO SUPERFICIAL DE AQUELLA PERO EL AMARSE A SI MISMO CON DEFECTOS Y VIRTUDES ES SER UNA PERSONA SEGURA Y CAPAZ DE TODO. 
NINGUNO,"La herencia la recibiras tarde o temprano, si deseas pasar hasta el ultimo segundo de su vida con el/ella o ya no quieres ver que siga sufriendo mas. En cualquiera de las  decisiones te quedaran unos lindos recuerdos y el sentimiento de volver a verlo/a."
INESCRUPULOSO,"la gente se pone muy sensible, por eso no se puede hablar nada.."
INESCRUPULOSO,"la gente es muy sensible, por todo se resientes… ya no se les puede decir nada."
PRETENSION,"La gente dice que nada es imposible, ¡pero yo no hago nada todos los días!"
NINGUNO,"La forma d estar satisfecho con la vida es encontrar esa satisfaccion internamnt, las personas dicen si solo tuvieran el dinero, fuera feliz el dinero puede ser una ayuda y no hay que tener duda d q puede crear una gran felicidad, pero esto no es cierto "
EXHIBICIONISMO,"La finalidad del sexo tiene que ser compartir, disfrutar, divertirse, etc."
PRETENSION,"La finalidad de la vida es el propio desarrollo. Alcanzar la plenitud de la manera más perfecta posible, para eso estamos aquí."
VANIDAD,"la felicidad si se alcanza a traves del dinero, solo hay que saber usarlo de forma inteligente"
NINGUNO,"La felicidad no puede depender de las cosas materiales que tengamos son objetos que pierden su valor con el tiempo, tiempo que se uso en vano para poder llenar ese vacio de tenerlo todo y a la vez nada"
NINGUNO,"La felicidad no depende del dinero, la creamos nosotros mismos con cada momento o con personas que nos brindan buenas vibras, pero el dinero si es necesario para nuestros gastos basicos, asi tenemos un soporte en nuestra vida."
